feedback_id,visit_date,store_code,customer_name,customer_email,user_category,product_looking_for,reason_for_non_purchase,ground_truth_topic
161,2026-03-21,X1,Ethan Brown,ethan.brown90@outlook.com,Birthday,Finger Rings,Needed size 8 for finger rings but staff said it's out of stock right now. The piece was meant for everyday wear.,Size Unavailable
162,2026-05-02,X6,Lily Verma,lily.verma42@outlook.com,Wedding,Anklets,The sales staff was busy and I couldn't get enough help while choosing the anklets. The piece was meant for birthday.,Sales Service
163,2026-03-07,X3,Arjun Davis,arjun.davis94@icloud.com,Birthday,Finger Rings,My daughter needed size 6 finger rings; could not find the right size. It was for babies.,Size Unavailable
164,2026-02-28,X1,Charlotte Clark,charlotte.clark39@hotmail.com,Wedding,Finger Rings,My daughter needed size 6 finger rings; could not find the right size. Specifically for babies use.,Size Unavailable
165,2026-04-11,X1,Grace Anderson,grace.anderson47@gmail.com,Teen-age Girls,Finger Rings,My daughter needed size 12 finger rings; could not find the right size. It was for office-going women.,Size Unavailable
166,2026-03-19,X4,Emma Davis,emma.davis62@icloud.com,Teen-age Girls,Anklets,Wanted a slight design change on the anklets; staff said customization is not possible right now. It was for teen-age girls.,Customization Not Offered
167,2026-04-09,X1,Noah Clark,noah.clark5@yahoo.com,Wedding,Finger Rings,My daughter needed size 12 finger rings; could not find the right size.,Size Unavailable
168,2026-03-18,X4,Aarav Sharma,aarav.sharma74@outlook.com,Teen-age Girls,Finger Rings,Wanted the finger rings in silver tone but only yellow gold was available. Specifically for birthday use.,Color/Finish Mismatch
169,2026-03-23,X6,Charlotte Patel,charlotte.patel30@outlook.com,Birthday,Bangles,The bangles I liked was way over my budget. I was hoping for something below 1 lakh. It was for wedding.,Price Too High
170,2026-05-01,X2,Mia Patel,mia.patel63@outlook.com,Teen-age Girls,Necklace,"Prices on necklace were higher than I expected, I had a budget of under 25k.",Price Too High
171,2026-03-16,X5,Sneha Iyer,sneha.iyer55@hotmail.com,Wedding,Necklace,Found a beautiful necklace but it crossed my under 10k budget by a lot. Specifically for wedding use.,Price Too High
172,2026-03-29,X4,Tara Brown,tara.brown27@hotmail.com,Office-going Women,Finger Rings,Need to consult my husband/parents before deciding on the finger rings. It was for birthday.,Others
173,2026-05-11,X4,Meera Clark,meera.clark13@gmail.com,Babies,Bangles,"Looking for a under 15g for daily wear bangles, but in-store stock was much heavier.",Weight Concerns
174,2026-05-05,X6,Aarav Sharma,aarav.sharma39@hotmail.com,Birthday,Necklace,My daughter needed 16 inch necklace; could not find the right size.,Size Unavailable
175,2026-03-27,X4,Grace Reddy,grace.reddy49@icloud.com,Birthday,Ear Rings,Saw a stud design online and wanted the same in ear rings here. Not available. It was for birthday.,Design Unavailable
176,2026-03-22,X3,Aditi Smith,aditi.smith29@icloud.com,Everyday Wear,Necklace,I wasn't fully convinced about the finish quality on the necklace I tried. Specifically for everyday wear use.,Quality Concerns
177,2026-04-25,X1,Liam Brown,liam.brown86@icloud.com,Office-going Women,Ear Rings,Saw a jhumka design online and wanted the same in ear rings here. Not available.,Design Unavailable
178,2026-04-18,X5,Ishita Taylor,ishita.taylor33@hotmail.com,Office-going Women,Finger Rings,My daughter needed size 12 finger rings; could not find the right size. The piece was meant for babies.,Size Unavailable
179,2026-03-04,X6,Grace Johnson,grace.johnson90@outlook.com,Teen-age Girls,Finger Rings,The hallmark and purity details on the finger rings were not clearly communicated. Specifically for wedding use.,Quality Concerns
180,2026-02-13,X2,Vikram Patel,vikram.patel99@icloud.com,Wedding,Ear Rings,The ear rings I wanted to buy is completely out of stock at the moment.,Stock Unavailable
181,2026-03-31,X6,Sanjana Sharma,sanjana.sharma29@gmail.com,Teen-age Girls,Ear Rings,"Looking for a under 15g for daily wear ear rings, but in-store stock was much heavier.",Weight Concerns
182,2026-04-09,X6,Meera Wilson,meera.wilson52@gmail.com,Wedding,Bangles,Wanted the bangles in silver tone but only yellow gold was available.,Color/Finish Mismatch
183,2026-05-06,X5,Vikram Johnson,vikram.johnson18@hotmail.com,Babies,Necklace,Wanted a slight design change on the necklace; staff said customization is not possible right now.,Customization Not Offered
184,2026-02-19,X1,Lucas Wilson,lucas.wilson54@outlook.com,Wedding,Finger Rings,The finger rings I liked wasn't available in size 6. It was for office-going women.,Size Unavailable
185,2026-02-20,X4,Aditi Taylor,aditi.taylor55@gmail.com,Wedding,Necklace,Was looking for a rose gold finish on necklace; could not find a matching piece.,Color/Finish Mismatch
186,2026-04-01,X2,Kavya Khan,kavya.khan16@yahoo.com,Wedding,Necklace,The necklace I liked was way over my budget. I was hoping for something under 50k. It was for birthday.,Price Too High
187,2026-03-17,X6,Olivia Khan,olivia.khan72@hotmail.com,Teen-age Girls,Bangles,Waited a long time to be attended for the bangles I wanted to see.,Sales Service
188,2026-04-25,X2,Sanjana Mehta,sanjana.mehta28@gmail.com,Babies,Necklace,The necklace I liked was way over my budget. I was hoping for something under 25k. It was for birthday.,Price Too High
189,2026-04-24,X4,Meera Smith,meera.smith4@outlook.com,Teen-age Girls,Ear Rings,I wanted something around 12g but the ear rings options shown were heavier.,Weight Concerns
190,2026-02-28,X6,Sanjana Davis,sanjana.davis47@outlook.com,Babies,Necklace,Needed 18 inch for necklace but staff said it's out of stock right now.,Size Unavailable
191,2026-03-18,X3,Chloe Verma,chloe.verma68@hotmail.com,Babies,Ear Rings,Found a beautiful ear rings but it crossed my below 1 lakh budget by a lot.,Price Too High
192,2026-03-10,X4,Priya Davis,priya.davis52@hotmail.com,Babies,Bangles,My daughter needed size 8 bangles; could not find the right size. The piece was meant for office-going women.,Size Unavailable
193,2026-05-01,X5,Ethan Davis,ethan.davis46@icloud.com,Everyday Wear,Bangles,I came specifically looking for a thin polki bangles but the store didn't have it.,Design Unavailable
194,2026-04-05,X3,Lucas Sharma,lucas.sharma58@hotmail.com,Teen-age Girls,Necklace,"My family wanted a minimalist design in necklace, but the available designs were very limited.",Design Unavailable
195,2026-03-08,X5,Rohit Patel,rohit.patel21@gmail.com,Babies,Necklace,Wanted a slight design change on the necklace; staff said customization is not possible right now.,Customization Not Offered
196,2026-03-17,X5,Grace Reddy,grace.reddy9@hotmail.com,Office-going Women,Ear Rings,Wanted the ear rings in antique finish but only yellow gold was available. The piece was meant for office-going women.,Color/Finish Mismatch
197,2026-02-27,X3,Ishita Verma,ishita.verma83@hotmail.com,Teen-age Girls,Finger Rings,My daughter needed adjustable finger rings; could not find the right size. The piece was meant for teen-age girls.,Size Unavailable
198,2026-04-14,X4,Ava Johnson,ava.johnson24@hotmail.com,Babies,Bangles,I wanted something lightweight (under 8g) but the bangles options shown were heavier.,Weight Concerns
199,2026-02-14,X1,Charlotte Davis,charlotte.davis99@outlook.com,Everyday Wear,Bangles,Was told the bangles model is sold out and would take 3-4 weeks to restock.,Stock Unavailable
200,2026-03-01,X5,Liam Sharma,liam.sharma77@yahoo.com,Office-going Women,Finger Rings,Asked if the finger rings can be customized with engraving; was told no.,Customization Not Offered
201,2026-02-24,X3,Kavya Khan,kavya.khan20@hotmail.com,Office-going Women,Ear Rings,Wanted a slight design change on the ear rings; staff said customization is not possible right now.,Customization Not Offered
202,2026-04-28,X4,Charlotte Nair,charlotte.nair14@gmail.com,Everyday Wear,Ear Rings,Was told the ear rings model is sold out and would take 3-4 weeks to restock.,Stock Unavailable
203,2026-02-12,X2,Lucas Nair,lucas.nair17@outlook.com,Babies,Necklace,"Prices on necklace were higher than I expected, I had a budget of under 25k. Specifically for office-going women use.",Price Too High
204,2026-04-24,X4,Sophia Anderson,sophia.anderson74@hotmail.com,Wedding,Finger Rings,My daughter needed size 12 finger rings; could not find the right size.,Size Unavailable
205,2026-03-18,X3,Emma Iyer,emma.iyer81@yahoo.com,Teen-age Girls,Necklace,"My family wanted a layered chain design in necklace, but the available designs were very limited. The piece was meant for birthday.",Design Unavailable
206,2026-05-06,X2,Olivia Iyer,olivia.iyer30@icloud.com,Birthday,Bangles,"My family wanted a bridal kundan design in bangles, but the available designs were very limited.",Design Unavailable
207,2026-04-01,X3,Rohit Wilson,rohit.wilson51@icloud.com,Everyday Wear,Finger Rings,The sales staff was busy and I couldn't get enough help while choosing the finger rings.,Sales Service
208,2026-03-08,X4,Emma Iyer,emma.iyer3@gmail.com,Office-going Women,Bangles,"Looking for a under 15g for daily wear bangles, but in-store stock was much heavier. Specifically for teen-age girls use.",Weight Concerns
209,2026-03-28,X2,Arjun Wilson,arjun.wilson55@outlook.com,Teen-age Girls,Ear Rings,Needed small studs for ear rings but staff said it's out of stock right now. It was for babies.,Size Unavailable
210,2026-05-05,X1,Pooja Sharma,pooja.sharma43@yahoo.com,Babies,Finger Rings,Family member wanted to be present before buying the finger rings.,Others
211,2026-05-02,X3,Olivia Wilson,olivia.wilson70@hotmail.com,Babies,Bangles,The bangles I wanted to buy is completely out of stock at the moment. Specifically for office-going women use.,Stock Unavailable
212,2026-03-04,X5,Liam Johnson,liam.johnson60@hotmail.com,Babies,Ear Rings,Waited a long time to be attended for the ear rings I wanted to see. Specifically for everyday wear use.,Sales Service
213,2026-03-16,X2,Liam Brown,liam.brown43@hotmail.com,Office-going Women,Necklace,"Prices on necklace were higher than I expected, I had a budget of under 25k. It was for birthday.",Price Too High
214,2026-03-25,X4,Harper Johnson,harper.johnson39@outlook.com,Babies,Finger Rings,Looking for adjustable in finger rings. The sizes available didn't fit.,Size Unavailable
215,2026-04-24,X3,Ethan Clark,ethan.clark81@icloud.com,Teen-age Girls,Ear Rings,"Prices on ear rings were higher than I expected, I had a budget of under 50k. The piece was meant for wedding.",Price Too High
216,2026-03-29,X6,Chloe Khan,chloe.khan24@gmail.com,Everyday Wear,Finger Rings,"Looking for a around 12g finger rings, but in-store stock was much heavier. Specifically for everyday wear use.",Weight Concerns
217,2026-02-14,X1,Ava Anderson,ava.anderson93@icloud.com,Babies,Ear Rings,The ear rings I liked wasn't available in medium drops.,Size Unavailable
218,2026-04-30,X5,Sophia Reddy,sophia.reddy14@gmail.com,Birthday,Ear Rings,Was looking for a rose gold finish on ear rings; could not find a matching piece. The piece was meant for birthday.,Color/Finish Mismatch
219,2026-03-20,X3,Sanjana Iyer,sanjana.iyer67@hotmail.com,Teen-age Girls,Anklets,"Looking for a lightweight (under 8g) anklets, but in-store stock was much heavier.",Weight Concerns
220,2026-02-19,X2,Ethan Verma,ethan.verma87@icloud.com,Babies,Necklace,Asked if the necklace can be customized with engraving; was told no.,Customization Not Offered
221,2026-04-06,X5,Kavya Verma,kavya.verma79@hotmail.com,Office-going Women,Ear Rings,Wanted the ear rings in antique finish but only yellow gold was available.,Color/Finish Mismatch
222,2026-05-04,X2,Ethan Clark,ethan.clark12@outlook.com,Everyday Wear,Necklace,The necklace I liked was way over my budget. I was hoping for something below 1 lakh. The piece was meant for birthday.,Price Too High
223,2026-02-12,X4,Vikram Clark,vikram.clark89@hotmail.com,Office-going Women,Ear Rings,My daughter needed extra small for kids ear rings; could not find the right size.,Size Unavailable
224,2026-05-08,X1,Mia Smith,mia.smith12@yahoo.com,Everyday Wear,Ear Rings,I came specifically looking for a drop ear rings but the store didn't have it.,Design Unavailable
225,2026-04-13,X6,Sanjana Mehta,sanjana.mehta57@yahoo.com,Teen-age Girls,Finger Rings,I wasn't fully convinced about the finish quality on the finger rings I tried. It was for teen-age girls.,Quality Concerns
226,2026-04-21,X6,Arjun Reddy,arjun.reddy63@gmail.com,Babies,Bangles,Found a beautiful bangles but it crossed my under 25k budget by a lot. Specifically for birthday use.,Price Too High
227,2026-04-12,X4,Ishita Taylor,ishita.taylor77@icloud.com,Everyday Wear,Bangles,"Looking for a lightweight (under 8g) bangles, but in-store stock was much heavier. The piece was meant for everyday wear.",Weight Concerns
228,2026-05-09,X2,Rohit Reddy,rohit.reddy44@gmail.com,Office-going Women,Ear Rings,Found a beautiful ear rings but it crossed my under 25k budget by a lot. The piece was meant for teen-age girls.,Price Too High
229,2026-05-03,X5,Vikram Reddy,vikram.reddy1@yahoo.com,Birthday,Anklets,Wanted made-to-order in anklets; the lead time of 6-8 weeks didn't work for me.,Customization Not Offered
230,2026-02-25,X3,Charlotte Iyer,charlotte.iyer97@hotmail.com,Everyday Wear,Necklace,Looking for 16 inch in necklace. The sizes available didn't fit. Specifically for office-going women use.,Size Unavailable
231,2026-03-10,X3,Arjun Smith,arjun.smith64@yahoo.com,Babies,Necklace,Was hoping to find a minimalist style in necklace. Nothing matched what I had in mind. It was for birthday.,Design Unavailable
232,2026-03-20,X1,Rohit Johnson,rohit.johnson24@yahoo.com,Everyday Wear,Ear Rings,Saw a kundan design online and wanted the same in ear rings here. Not available. Specifically for everyday wear use.,Design Unavailable
233,2026-04-09,X4,Rohit Sharma,rohit.sharma65@icloud.com,Birthday,Anklets,Was actually looking for a different category but happened to browse anklets too. The piece was meant for everyday wear.,Others
234,2026-04-08,X6,Sophia Johnson,sophia.johnson69@yahoo.com,Wedding,Finger Rings,The hallmark and purity details on the finger rings were not clearly communicated. The piece was meant for wedding.,Quality Concerns
235,2026-04-04,X2,Noah Brown,noah.brown58@yahoo.com,Office-going Women,Bangles,I wasn't fully convinced about the finish quality on the bangles I tried. The piece was meant for birthday.,Quality Concerns
236,2026-04-07,X1,Sophia Mehta,sophia.mehta43@outlook.com,Babies,Finger Rings,Needed size 6 for finger rings but staff said it's out of stock right now. The piece was meant for everyday wear.,Size Unavailable
237,2026-03-29,X5,Anjali Verma,anjali.verma54@outlook.com,Office-going Women,Finger Rings,"My family wanted a couple ring design in finger rings, but the available designs were very limited.",Design Unavailable
238,2026-03-14,X2,Ava Brown,ava.brown27@icloud.com,Office-going Women,Ear Rings,Saw the exact ear rings I wanted in the catalogue but it's not in the store currently. Specifically for babies use.,Stock Unavailable
